LYLTY_CARD_NBR,PREMIUM_CUSTOMER,AGE,SITUATION
79336,Budget,OLDER,SINGLES/COUPLES
79337,Budget,YOUNG,SINGLES/COUPLES
79338,Premium,RETIREES,
79339,Budget,OLDER,FAMILIES
79340,Premium,MIDAGE,SINGLES/COUPLES
79341,Budget,OLDER,SINGLES/COUPLES
79342,Budget,RETIREES,
79343,Budget,YOUNG,SINGLES/COUPLES
79344,Mainstream,OLDER,FAMILIES
79345,Premium,OLDER,SINGLES/COUPLES
79346,Mainstream,RETIREES,
79347,Mainstream,YOUNG,SINGLES/COUPLES
79349,Budget,RETIREES,
79350,Premium,YOUNG,SINGLES/COUPLES
79351,Mainstream,YOUNG,SINGLES/COUPLES
79352,Premium,MIDAGE,SINGLES/COUPLES
79353,Mainstream,RETIREES,
79354,Premium,OLDER,FAMILIES
79355,Budget,OLDER,SINGLES/COUPLES
79357,Mainstream,OLDER,SINGLES/COUPLES
79358,Budget,YOUNG,SINGLES/COUPLES
79359,Premium,MIDAGE,SINGLES/COUPLES
79360,Premium,OLDER,SINGLES/COUPLES
79361,Mainstream,YOUNG,SINGLES/COUPLES
79362,Budget,YOUNG,FAMILIES
79363,Budget,OLDER,FAMILIES
79364,Budget,YOUNG,FAMILIES
79365,Premium,OLDER,SINGLES/COUPLES
79366,Mainstream,YOUNG,SINGLES/COUPLES
79367,Premium,OLDER,FAMILIES
79368,Budget,RETIREES,
80000,Budget,MIDAGE,SINGLES/COUPLES
80001,Budget,OLDER,FAMILIES
80002,Mainstream,YOUNG,SINGLES/COUPLES
80003,Mainstream,RETIREES,
80004,Mainstream,YOUNG,FAMILIES
80005,Budget,RETIREES,
80006,Mainstream,OLDER,SINGLES/COUPLES
80007,Premium,OLDER,FAMILIES
80008,Budget,OLDER,SINGLES/COUPLES
80009,Budget,OLDER,SINGLES/COUPLES
80010,Budget,OLDER,SINGLES/COUPLES
80011,Budget,YOUNG,FAMILIES
80012,Mainstream,OLDER,FAMILIES
80013,Mainstream,OLDER,SINGLES/COUPLES
80014,Budget,OLDER,FAMILIES
80015,Mainstream,MIDAGE,SINGLES/COUPLES
80016,Budget,YOUNG,SINGLES/COUPLES
80017,Budget,RETIREES,
80018,Mainstream,MIDAGE,SINGLES/COUPLES
80019,Mainstream,RETIREES,
80020,Budget,OLDER,FAMILIES
80021,Mainstream,NEW,FAMILIES
80022,Mainstream,RETIREES,
80023,Mainstream,OLDER,SINGLES/COUPLES
80024,Premium,MIDAGE,SINGLES/COUPLES
80025,Mainstream,RETIREES,
80026,Mainstream,RETIREES,
80027,Budget,YOUNG,SINGLES/COUPLES
80028,Budget,YOUNG,FAMILIES
80029,Budget,YOUNG,SINGLES/COUPLES
80030,Mainstream,RETIREES,
80031,Premium,OLDER,SINGLES/COUPLES
80032,Budget,YOUNG,SINGLES/COUPLES
80033,Budget,OLDER,SINGLES/COUPLES
80034,Mainstream,RETIREES,
80035,Premium,OLDER,SINGLES/COUPLES
80036,Budget,YOUNG,FAMILIES
80037,Premium,OLDER,FAMILIES
80038,Budget,OLDER,SINGLES/COUPLES
80039,Mainstream,RETIREES,
80040,Premium,OLDER,FAMILIES
80041,Premium,MIDAGE,SINGLES/COUPLES
80042,Mainstream,OLDER,FAMILIES
80043,Mainstream,MIDAGE,SINGLES/COUPLES
80044,Mainstream,RETIREES,
80046,Premium,YOUNG,SINGLES/COUPLES
80047,Budget,OLDER,SINGLES/COUPLES
80048,Mainstream,OLDER,SINGLES/COUPLES
80049,Mainstream,RETIREES,
80050,Mainstream,MIDAGE,SINGLES/COUPLES
80051,Mainstream,OLDER,FAMILIES
80052,Budget,RETIREES,
80053,Mainstream,OLDER,SINGLES/COUPLES
80054,Budget,RETIREES,
80055,Budget,NEW,FAMILIES
80056,Mainstream,OLDER,FAMILIES
80057,Mainstream,OLDER,SINGLES/COUPLES
80058,Budget,RETIREES,
80059,Budget,RETIREES,
80060,Mainstream,RETIREES,
80062,Premium,OLDER,SINGLES/COUPLES
80063,Mainstream,RETIREES,
80064,Mainstream,YOUNG,SINGLES/COUPLES
80065,Premium,YOUNG,SINGLES/COUPLES
80066,Mainstream,RETIREES,
80068,Premium,OLDER,SINGLES/COUPLES
80069,Mainstream,YOUNG,SINGLES/COUPLES
80070,Premium,MIDAGE,SINGLES/COUPLES
80071,Budget,RETIREES,
80072,Mainstream,YOUNG,SINGLES/COUPLES
80073,Premium,RETIREES,
80074,Mainstream,YOUNG,SINGLES/COUPLES
80075,Mainstream,OLDER,SINGLES/COUPLES
80076,Mainstream,OLDER,SINGLES/COUPLES
80077,Mainstream,YOUNG,FAMILIES
80078,Budget,MIDAGE,SINGLES/COUPLES
80079,Mainstream,OLDER,SINGLES/COUPLES
80080,Mainstream,RETIREES,
80081,Premium,YOUNG,SINGLES/COUPLES
80082,Budget,YOUNG,SINGLES/COUPLES
80083,Budget,OLDER,SINGLES/COUPLES
80084,Budget,OLDER,FAMILIES
80085,Budget,YOUNG,FAMILIES
80086,Mainstream,RETIREES,
80087,Premium,RETIREES,
80088,Budget,OLDER,SINGLES/COUPLES
80089,Mainstream,OLDER,FAMILIES
80090,Mainstream,YOUNG,SINGLES/COUPLES
80091,Budget,YOUNG,SINGLES/COUPLES
80092,Budget,RETIREES,
80093,Mainstream,RETIREES,
80094,Budget,YOUNG,FAMILIES
80095,Premium,OLDER,SINGLES/COUPLES
80096,Mainstream,OLDER,FAMILIES
80097,Mainstream,YOUNG,SINGLES/COUPLES
80098,Premium,OLDER,SINGLES/COUPLES
80099,Mainstream,RETIREES,
80100,Mainstream,RETIREES,
80101,Budget,OLDER,SINGLES/COUPLES
80102,Mainstream,RETIREES,
80103,Premium,NEW,FAMILIES
80104,Mainstream,YOUNG,FAMILIES
80105,Premium,YOUNG,FAMILIES
80106,Mainstream,RETIREES,
80107,Mainstream,MIDAGE,SINGLES/COUPLES
80108,Budget,YOUNG,FAMILIES
80109,Budget,OLDER,FAMILIES
80110,Premium,OLDER,SINGLES/COUPLES
80111,Budget,YOUNG,SINGLES/COUPLES
80112,Mainstream,YOUNG,FAMILIES
80113,Premium,YOUNG,SINGLES/COUPLES
80114,Mainstream,NEW,FAMILIES
80115,Premium,MIDAGE,SINGLES/COUPLES
80116,Mainstream,RETIREES,
80117,Mainstream,OLDER,FAMILIES
80118,Mainstream,RETIREES,
80119,Budget,OLDER,SINGLES/COUPLES
80120,Budget,RETIREES,
80121,Budget,OLDER,FAMILIES
80123,Mainstream,OLDER,FAMILIES
80124,Budget,OLDER,FAMILIES
80125,Premium,RETIREES,
80126,Premium,RETIREES,
80127,Mainstream,RETIREES,
80128,Mainstream,OLDER,SINGLES/COUPLES
80129,Premium,OLDER,FAMILIES
80130,Mainstream,OLDER,FAMILIES
80131,Premium,NEW,FAMILIES
80132,Mainstream,OLDER,FAMILIES
80133,Premium,RETIREES,
80135,Mainstream,RETIREES,
80136,Budget,NEW,FAMILIES
80137,Premium,MIDAGE,SINGLES/COUPLES
80138,Budget,RETIREES,
80139,Budget,YOUNG,SINGLES/COUPLES
80140,Premium,OLDER,SINGLES/COUPLES
80141,Premium,OLDER,SINGLES/COUPLES
80142,Budget,OLDER,FAMILIES
80143,Mainstream,YOUNG,SINGLES/COUPLES
80144,Budget,YOUNG,FAMILIES
80145,Budget,YOUNG,FAMILIES
80146,Mainstream,OLDER,SINGLES/COUPLES
80147,Budget,OLDER,SINGLES/COUPLES
80148,Budget,YOUNG,SINGLES/COUPLES
80149,Budget,YOUNG,SINGLES/COUPLES
80150,Mainstream,RETIREES,
80151,Mainstream,OLDER,SINGLES/COUPLES
80152,Mainstream,YOUNG,SINGLES/COUPLES
80153,Budget,OLDER,FAMILIES
80154,Premium,YOUNG,SINGLES/COUPLES
80155,Budget,OLDER,FAMILIES
80156,Budget,NEW,FAMILIES
80157,Mainstream,OLDER,SINGLES/COUPLES
80158,Budget,OLDER,SINGLES/COUPLES
80159,Premium,OLDER,FAMILIES
80160,Mainstream,MIDAGE,SINGLES/COUPLES
80161,Mainstream,YOUNG,FAMILIES
80162,Mainstream,YOUNG,SINGLES/COUPLES
80163,Premium,OLDER,SINGLES/COUPLES
80164,Premium,RETIREES,
80165,Budget,YOUNG,SINGLES/COUPLES
80166,Premium,YOUNG,SINGLES/COUPLES
80167,Budget,OLDER,SINGLES/COUPLES
80168,Budget,OLDER,SINGLES/COUPLES
80169,Budget,MIDAGE,SINGLES/COUPLES
80170,Mainstream,YOUNG,FAMILIES
80171,Mainstream,RETIREES,
80172,Premium,YOUNG,SINGLES/COUPLES
80173,Budget,MIDAGE,SINGLES/COUPLES
80174,Mainstream,RETIREES,
80175,Premium,RETIREES,
80176,Mainstream,RETIREES,
80177,Premium,YOUNG,FAMILIES
80178,Budget,NEW,FAMILIES
80179,Mainstream,OLDER,SINGLES/COUPLES
80180,Mainstream,YOUNG,FAMILIES
80181,Mainstream,MIDAGE,SINGLES/COUPLES
80182,Budget,MIDAGE,SINGLES/COUPLES
80183,Mainstream,YOUNG,SINGLES/COUPLES
80184,Premium,RETIREES,
80185,Mainstream,NEW,FAMILIES
80186,Mainstream,OLDER,FAMILIES
80187,Mainstream,OLDER,FAMILIES
80188,Premium,OLDER,SINGLES/COUPLES
80189,Mainstream,NEW,FAMILIES
80190,Budget,RETIREES,
80191,Premium,RETIREES,
80192,Premium,MIDAGE,SINGLES/COUPLES
80193,Budget,YOUNG,FAMILIES
80194,Premium,YOUNG,FAMILIES
80196,Premium,RETIREES,
80197,Budget,OLDER,SINGLES/COUPLES
80198,Mainstream,OLDER,FAMILIES
80199,Mainstream,MIDAGE,SINGLES/COUPLES
80200,Budget,RETIREES,
80201,Budget,RETIREES,
80202,Mainstream,RETIREES,
80203,Mainstream,MIDAGE,SINGLES/COUPLES
80204,Premium,MIDAGE,SINGLES/COUPLES
80205,Budget,RETIREES,
80206,Premium,YOUNG,SINGLES/COUPLES
80207,Mainstream,YOUNG,SINGLES/COUPLES
80208,Premium,OLDER,SINGLES/COUPLES
80209,Mainstream,OLDER,SINGLES/COUPLES
80210,Mainstream,YOUNG,SINGLES/COUPLES
80211,Budget,OLDER,SINGLES/COUPLES
80213,Mainstream,OLDER,SINGLES/COUPLES
80214,Mainstream,YOUNG,SINGLES/COUPLES
80215,Mainstream,YOUNG,SINGLES/COUPLES
80216,Premium,OLDER,SINGLES/COUPLES
80217,Premium,OLDER,FAMILIES
80218,Budget,YOUNG,SINGLES/COUPLES
80219,Premium,OLDER,SINGLES/COUPLES
80220,Budget,OLDER,FAMILIES
80221,Budget,RETIREES,
80222,Mainstream,YOUNG,FAMILIES
80223,Mainstream,YOUNG,FAMILIES
80224,Mainstream,MIDAGE,SINGLES/COUPLES
80225,Mainstream,OLDER,SINGLES/COUPLES
80226,Premium,OLDER,FAMILIES
80227,Mainstream,YOUNG,FAMILIES
80228,Mainstream,RETIREES,
80229,Mainstream,OLDER,SINGLES/COUPLES
80230,Mainstream,YOUNG,SINGLES/COUPLES
80231,Budget,RETIREES,
80232,Mainstream,OLDER,SINGLES/COUPLES
80233,Budget,YOUNG,FAMILIES
80234,Budget,YOUNG,SINGLES/COUPLES
80235,Mainstream,MIDAGE,SINGLES/COUPLES
80236,Premium,MIDAGE,SINGLES/COUPLES
80237,Premium,OLDER,SINGLES/COUPLES
80238,Budget,YOUNG,FAMILIES
80239,Premium,YOUNG,SINGLES/COUPLES
80240,Budget,YOUNG,FAMILIES
80241,Budget,OLDER,FAMILIES
80242,Premium,YOUNG,SINGLES/COUPLES
80243,Premium,OLDER,SINGLES/COUPLES
80244,Budget,YOUNG,FAMILIES
80245,Mainstream,RETIREES,
80246,Budget,OLDER,FAMILIES
80247,Premium,OLDER,SINGLES/COUPLES
80248,Mainstream,OLDER,SINGLES/COUPLES
80249,Mainstream,MIDAGE,SINGLES/COUPLES
80250,Mainstream,OLDER,FAMILIES
80251,Premium,OLDER,FAMILIES
80252,Mainstream,YOUNG,SINGLES/COUPLES
80253,Budget,OLDER,FAMILIES
80254,Premium,YOUNG,FAMILIES
80255,Budget,OLDER,FAMILIES
80256,Mainstream,YOUNG,SINGLES/COUPLES
80258,Mainstream,OLDER,FAMILIES
80259,Mainstream,YOUNG,SINGLES/COUPLES
80260,Budget,RETIREES,
80261,Premium,RETIREES,
80262,Mainstream,YOUNG,SINGLES/COUPLES
80263,Mainstream,YOUNG,SINGLES/COUPLES
80264,Mainstream,OLDER,FAMILIES
80265,Mainstream,RETIREES,
80266,Mainstream,RETIREES,
80267,Mainstream,MIDAGE,SINGLES/COUPLES
80268,Mainstream,OLDER,SINGLES/COUPLES
80270,Budget,NEW,FAMILIES
80271,Budget,YOUNG,SINGLES/COUPLES
80272,Budget,OLDER,SINGLES/COUPLES
80273,Budget,RETIREES,
80274,Budget,RETIREES,
80275,Mainstream,YOUNG,SINGLES/COUPLES
80276,Budget,OLDER,SINGLES/COUPLES
80277,Budget,OLDER,FAMILIES
80278,Mainstream,YOUNG,FAMILIES
80279,Budget,YOUNG,FAMILIES
80280,Mainstream,RETIREES,
80281,Mainstream,MIDAGE,SINGLES/COUPLES
80282,Premium,RETIREES,
80283,Mainstream,OLDER,FAMILIES
80284,Mainstream,OLDER,SINGLES/COUPLES
80285,Budget,MIDAGE,SINGLES/COUPLES
80286,Budget,OLDER,SINGLES/COUPLES
80287,Premium,YOUNG,FAMILIES
80288,Premium,MIDAGE,SINGLES/COUPLES
80289,Premium,MIDAGE,SINGLES/COUPLES
80290,Budget,MIDAGE,SINGLES/COUPLES
80291,Mainstream,MIDAGE,SINGLES/COUPLES
80292,Budget,YOUNG,FAMILIES
80293,Mainstream,OLDER,SINGLES/COUPLES
80294,Mainstream,RETIREES,
80295,Mainstream,RETIREES,
80296,Mainstream,YOUNG,SINGLES/COUPLES
80297,Premium,YOUNG,SINGLES/COUPLES
80298,Mainstream,MIDAGE,SINGLES/COUPLES
80299,Mainstream,YOUNG,SINGLES/COUPLES
80300,Budget,OLDER,SINGLES/COUPLES
80301,Budget,OLDER,SINGLES/COUPLES
80302,Budget,RETIREES,
80303,Mainstream,YOUNG,SINGLES/COUPLES
80304,Mainstream,RETIREES,
80305,Mainstream,RETIREES,
80306,Mainstream,OLDER,SINGLES/COUPLES
80307,Premium,NEW,FAMILIES
80308,Premium,RETIREES,
80309,Budget,OLDER,SINGLES/COUPLES
80310,Budget,OLDER,SINGLES/COUPLES
80311,Mainstream,RETIREES,
80313,Budget,OLDER,SINGLES/COUPLES
80314,Budget,OLDER,SINGLES/COUPLES
80315,Mainstream,MIDAGE,SINGLES/COUPLES
80316,Mainstream,OLDER,SINGLES/COUPLES
80317,Premium,YOUNG,SINGLES/COUPLES
80318,Mainstream,RETIREES,
80319,Budget,OLDER,SINGLES/COUPLES
80320,Budget,YOUNG,SINGLES/COUPLES
80321,Budget,OLDER,SINGLES/COUPLES
80322,Premium,YOUNG,FAMILIES
80323,Premium,RETIREES,
80324,Mainstream,YOUNG,SINGLES/COUPLES
80325,Mainstream,YOUNG,SINGLES/COUPLES
80326,Mainstream,OLDER,SINGLES/COUPLES
80327,Budget,YOUNG,SINGLES/COUPLES
80328,Budget,RETIREES,
80329,Mainstream,OLDER,SINGLES/COUPLES
80331,Mainstream,OLDER,FAMILIES
80332,Mainstream,OLDER,FAMILIES
80333,Mainstream,RETIREES,
80334,Mainstream,YOUNG,SINGLES/COUPLES
80335,Budget,RETIREES,
80336,Premium,YOUNG,FAMILIES
80337,Mainstream,YOUNG,FAMILIES
80338,Budget,YOUNG,SINGLES/COUPLES
80339,Premium,YOUNG,FAMILIES
80340,Mainstream,YOUNG,SINGLES/COUPLES
80341,Mainstream,YOUNG,SINGLES/COUPLES
80342,Budget,YOUNG,FAMILIES
80343,Premium,RETIREES,
80344,Premium,RETIREES,
80345,Premium,OLDER,SINGLES/COUPLES
80346,Premium,MIDAGE,SINGLES/COUPLES
80347,Mainstream,YOUNG,SINGLES/COUPLES
80348,Premium,RETIREES,
80349,Premium,RETIREES,
80350,Mainstream,OLDER,SINGLES/COUPLES
80351,Mainstream,OLDER,SINGLES/COUPLES
80352,Mainstream,MIDAGE,SINGLES/COUPLES
80353,Premium,RETIREES,
80354,Budget,YOUNG,FAMILIES
80355,Premium,YOUNG,FAMILIES
80356,Mainstream,RETIREES,
80357,Mainstream,OLDER,SINGLES/COUPLES
80358,Budget,RETIREES,
80359,Premium,RETIREES,
80360,Budget,OLDER,FAMILIES
80361,Premium,RETIREES,
80362,Mainstream,RETIREES,
80363,Mainstream,OLDER,SINGLES/COUPLES
80365,Premium,OLDER,SINGLES/COUPLES
80366,Mainstream,NEW,FAMILIES
80367,Mainstream,OLDER,SINGLES/COUPLES
80368,Premium,MIDAGE,SINGLES/COUPLES
80369,Mainstream,NEW,FAMILIES
80370,Budget,YOUNG,FAMILIES
80371,Premium,OLDER,SINGLES/COUPLES
80372,Mainstream,RETIREES,
80373,Budget,OLDER,FAMILIES
80374,Mainstream,YOUNG,SINGLES/COUPLES
80375,Budget,OLDER,SINGLES/COUPLES
80376,Budget,YOUNG,FAMILIES
80377,Premium,OLDER,FAMILIES
80378,Mainstream,YOUNG,SINGLES/COUPLES
80379,Premium,NEW,FAMILIES
80380,Premium,OLDER,SINGLES/COUPLES
80381,Mainstream,RETIREES,
80382,Mainstream,RETIREES,
81000,Mainstream,YOUNG,SINGLES/COUPLES
81001,Premium,OLDER,SINGLES/COUPLES
81002,Budget,YOUNG,SINGLES/COUPLES
81003,Premium,OLDER,SINGLES/COUPLES
81004,Premium,MIDAGE,SINGLES/COUPLES
81005,Mainstream,NEW,FAMILIES
81006,Budget,OLDER,FAMILIES
81007,Mainstream,YOUNG,SINGLES/COUPLES
81008,Mainstream,OLDER,FAMILIES
81009,Premium,YOUNG,FAMILIES
81010,Mainstream,YOUNG,SINGLES/COUPLES
81011,Budget,OLDER,SINGLES/COUPLES
81012,Premium,RETIREES,
81013,Mainstream,RETIREES,
81014,Mainstream,OLDER,FAMILIES
81015,Premium,RETIREES,
81016,Mainstream,MIDAGE,SINGLES/COUPLES
81017,Mainstream,YOUNG,FAMILIES
81018,Budget,OLDER,FAMILIES
81019,Mainstream,MIDAGE,SINGLES/COUPLES
81020,Budget,MIDAGE,SINGLES/COUPLES
81021,Budget,OLDER,SINGLES/COUPLES
81022,Premium,OLDER,SINGLES/COUPLES
81023,Mainstream,OLDER,SINGLES/COUPLES
81024,Premium,OLDER,SINGLES/COUPLES
81025,Budget,YOUNG,SINGLES/COUPLES
81027,Mainstream,YOUNG,FAMILIES
81028,Budget,RETIREES,
81029,Mainstream,OLDER,SINGLES/COUPLES
81030,Mainstream,MIDAGE,SINGLES/COUPLES
81031,Premium,RETIREES,
81032,Premium,OLDER,FAMILIES
81033,Budget,RETIREES,
81034,Budget,NEW,FAMILIES
81035,Mainstream,MIDAGE,SINGLES/COUPLES
81036,Budget,OLDER,SINGLES/COUPLES
81037,Mainstream,YOUNG,SINGLES/COUPLES
81038,Mainstream,MIDAGE,SINGLES/COUPLES
81039,Mainstream,YOUNG,SINGLES/COUPLES
81040,Budget,OLDER,SINGLES/COUPLES
81041,Budget,OLDER,SINGLES/COUPLES
81042,Budget,OLDER,FAMILIES
81043,Budget,OLDER,FAMILIES
81044,Budget,YOUNG,FAMILIES
81045,Premium,OLDER,SINGLES/COUPLES
81046,Mainstream,MIDAGE,SINGLES/COUPLES
81047,Budget,NEW,FAMILIES
81048,Mainstream,YOUNG,FAMILIES
81049,Mainstream,RETIREES,
81050,Premium,RETIREES,
81051,Premium,OLDER,SINGLES/COUPLES
81052,Mainstream,OLDER,SINGLES/COUPLES
81053,Budget,OLDER,FAMILIES
81054,Budget,RETIREES,
81055,Mainstream,OLDER,SINGLES/COUPLES
81056,Budget,YOUNG,SINGLES/COUPLES
81057,Mainstream,YOUNG,SINGLES/COUPLES
81058,Budget,YOUNG,SINGLES/COUPLES
81059,Budget,YOUNG,SINGLES/COUPLES
81060,Budget,OLDER,FAMILIES
81061,Budget,OLDER,SINGLES/COUPLES
81062,Mainstream,YOUNG,SINGLES/COUPLES
81063,Budget,YOUNG,FAMILIES
81064,Budget,OLDER,SINGLES/COUPLES
81065,Budget,OLDER,FAMILIES
81066,Premium,YOUNG,FAMILIES
81067,Mainstream,OLDER,FAMILIES
81068,Mainstream,YOUNG,SINGLES/COUPLES
81069,Budget,RETIREES,
81070,Premium,YOUNG,SINGLES/COUPLES
81071,Budget,RETIREES,
81072,Budget,YOUNG,FAMILIES
81073,Mainstream,OLDER,SINGLES/COUPLES
81074,Premium,RETIREES,
81075,Mainstream,YOUNG,SINGLES/COUPLES
81076,Mainstream,OLDER,FAMILIES
81077,Mainstream,RETIREES,
81078,Mainstream,MIDAGE,SINGLES/COUPLES
81079,Budget,OLDER,FAMILIES
81080,Premium,NEW,FAMILIES
81081,Budget,OLDER,FAMILIES
81082,Mainstream,YOUNG,FAMILIES
81083,Mainstream,YOUNG,SINGLES/COUPLES
81084,Mainstream,RETIREES,
81085,Mainstream,MIDAGE,SINGLES/COUPLES
81086,Premium,RETIREES,
81087,Mainstream,NEW,FAMILIES
81088,Premium,OLDER,FAMILIES
81089,Budget,NEW,FAMILIES
81090,Budget,OLDER,SINGLES/COUPLES
81091,Budget,OLDER,FAMILIES
81092,Budget,OLDER,SINGLES/COUPLES
81093,Budget,MIDAGE,SINGLES/COUPLES
81094,Budget,YOUNG,FAMILIES
81095,Budget,YOUNG,FAMILIES
81096,Mainstream,YOUNG,SINGLES/COUPLES
81097,Budget,RETIREES,
81098,Premium,NEW,FAMILIES
81099,Mainstream,YOUNG,SINGLES/COUPLES
81100,Mainstream,OLDER,SINGLES/COUPLES
81101,Budget,OLDER,FAMILIES
81102,Budget,RETIREES,
81103,Budget,OLDER,SINGLES/COUPLES
81104,Mainstream,RETIREES,
81105,Premium,YOUNG,FAMILIES
81106,Premium,YOUNG,FAMILIES
81107,Mainstream,YOUNG,FAMILIES
81108,Mainstream,RETIREES,
81109,Mainstream,OLDER,SINGLES/COUPLES
81110,Budget,NEW,FAMILIES
81111,Mainstream,RETIREES,
81112,Premium,OLDER,FAMILIES
81113,Budget,OLDER,FAMILIES
81114,Premium,OLDER,SINGLES/COUPLES
81116,Budget,OLDER,FAMILIES
81117,Mainstream,OLDER,FAMILIES
81118,Premium,OLDER,FAMILIES
81119,Budget,OLDER,FAMILIES
81120,Premium,OLDER,SINGLES/COUPLES
81121,Mainstream,RETIREES,
81122,Budget,YOUNG,SINGLES/COUPLES
81123,Budget,OLDER,FAMILIES
81124,Premium,MIDAGE,SINGLES/COUPLES
81125,Budget,OLDER,FAMILIES
81126,Mainstream,YOUNG,SINGLES/COUPLES
81127,Premium,RETIREES,
81128,Mainstream,RETIREES,
81129,Mainstream,NEW,FAMILIES
81130,Mainstream,YOUNG,SINGLES/COUPLES
81131,Mainstream,MIDAGE,SINGLES/COUPLES
81132,Mainstream,YOUNG,SINGLES/COUPLES
81133,Premium,OLDER,FAMILIES
81134,Mainstream,OLDER,FAMILIES
81135,Mainstream,OLDER,FAMILIES
81136,Premium,MIDAGE,SINGLES/COUPLES
81137,Mainstream,OLDER,SINGLES/COUPLES
81138,Premium,RETIREES,
81139,Premium,RETIREES,
81140,Mainstream,MIDAGE,SINGLES/COUPLES
81141,Budget,RETIREES,
81142,Mainstream,RETIREES,
81143,Budget,OLDER,FAMILIES
81144,Premium,RETIREES,
81145,Budget,OLDER,SINGLES/COUPLES
81146,Budget,YOUNG,FAMILIES
81147,Mainstream,OLDER,SINGLES/COUPLES
81148,Premium,RETIREES,
81149,Mainstream,YOUNG,SINGLES/COUPLES
81150,Mainstream,YOUNG,SINGLES/COUPLES
81151,Mainstream,YOUNG,FAMILIES
81152,Premium,MIDAGE,SINGLES/COUPLES
81153,Budget,OLDER,FAMILIES
81154,Budget,RETIREES,
81155,Budget,MIDAGE,SINGLES/COUPLES
81156,Premium,MIDAGE,SINGLES/COUPLES
81157,Budget,YOUNG,FAMILIES
81158,Premium,OLDER,SINGLES/COUPLES
81159,Premium,OLDER,SINGLES/COUPLES
81160,Budget,NEW,FAMILIES
81161,Budget,OLDER,FAMILIES
81162,Mainstream,RETIREES,
81163,Budget,OLDER,SINGLES/COUPLES
81164,Budget,YOUNG,FAMILIES
81165,Budget,OLDER,SINGLES/COUPLES
81166,Budget,OLDER,FAMILIES
81167,Mainstream,MIDAGE,SINGLES/COUPLES
81168,Premium,RETIREES,
81169,Mainstream,YOUNG,SINGLES/COUPLES
81170,Premium,OLDER,FAMILIES
81171,Mainstream,OLDER,FAMILIES
81172,Mainstream,OLDER,FAMILIES
81173,Budget,RETIREES,
81174,Premium,OLDER,SINGLES/COUPLES
81175,Budget,OLDER,FAMILIES
81176,Mainstream,MIDAGE,SINGLES/COUPLES
81177,Mainstream,YOUNG,SINGLES/COUPLES
81178,Budget,OLDER,FAMILIES
81179,Budget,RETIREES,
81180,Mainstream,MIDAGE,SINGLES/COUPLES
81181,Premium,YOUNG,SINGLES/COUPLES
81182,Budget,RETIREES,
81183,Mainstream,RETIREES,
81184,Premium,OLDER,SINGLES/COUPLES
81185,Budget,YOUNG,SINGLES/COUPLES
81186,Mainstream,OLDER,SINGLES/COUPLES
81187,Budget,YOUNG,SINGLES/COUPLES
81188,Premium,RETIREES,
81189,Mainstream,YOUNG,SINGLES/COUPLES
81190,Premium,OLDER,SINGLES/COUPLES
81191,Premium,RETIREES,
81192,Premium,RETIREES,
81193,Budget,OLDER,SINGLES/COUPLES
81194,Budget,RETIREES,
81195,Budget,RETIREES,
81197,Premium,OLDER,SINGLES/COUPLES
81198,Premium,OLDER,SINGLES/COUPLES
81199,Premium,YOUNG,SINGLES/COUPLES
81200,Mainstream,YOUNG,SINGLES/COUPLES
81201,Premium,YOUNG,FAMILIES
81202,Mainstream,RETIREES,
81203,Mainstream,OLDER,SINGLES/COUPLES
81204,Premium,YOUNG,FAMILIES
81205,Mainstream,YOUNG,SINGLES/COUPLES
81206,Mainstream,YOUNG,SINGLES/COUPLES
81207,Budget,YOUNG,SINGLES/COUPLES
81208,Mainstream,RETIREES,
81209,Budget,OLDER,FAMILIES
81210,Mainstream,MIDAGE,SINGLES/COUPLES
81211,Mainstream,YOUNG,SINGLES/COUPLES
81212,Mainstream,OLDER,SINGLES/COUPLES
81213,Mainstream,OLDER,SINGLES/COUPLES
81214,Mainstream,RETIREES,
81215,Budget,OLDER,FAMILIES
81216,Budget,NEW,FAMILIES
81217,Mainstream,YOUNG,SINGLES/COUPLES
81218,Mainstream,OLDER,SINGLES/COUPLES
81219,Mainstream,OLDER,FAMILIES
81220,Mainstream,OLDER,FAMILIES
81221,Budget,YOUNG,SINGLES/COUPLES
81222,Budget,YOUNG,FAMILIES
81223,Budget,YOUNG,FAMILIES
81224,Budget,OLDER,SINGLES/COUPLES
81225,Budget,RETIREES,
81226,Budget,OLDER,SINGLES/COUPLES
81227,Mainstream,YOUNG,SINGLES/COUPLES
81228,Premium,MIDAGE,SINGLES/COUPLES
81229,Premium,YOUNG,FAMILIES
81230,Premium,OLDER,FAMILIES
81231,Mainstream,OLDER,SINGLES/COUPLES
81232,Mainstream,OLDER,SINGLES/COUPLES
81233,Mainstream,MIDAGE,SINGLES/COUPLES
81234,Budget,YOUNG,FAMILIES
81235,Budget,OLDER,FAMILIES
81236,Premium,OLDER,FAMILIES
81237,Budget,NEW,FAMILIES
81238,Mainstream,YOUNG,SINGLES/COUPLES
81239,Mainstream,RETIREES,
81240,Mainstream,NEW,FAMILIES
81241,Budget,OLDER,SINGLES/COUPLES
81242,Mainstream,RETIREES,
81243,Premium,OLDER,SINGLES/COUPLES
81244,Mainstream,OLDER,SINGLES/COUPLES
81245,Budget,MIDAGE,SINGLES/COUPLES
81246,Mainstream,YOUNG,SINGLES/COUPLES
